Show,EpId,lectura,sent_idx,clip_name,start_sample,stop_sample,start_s,stop_s,dur_s,n_palabras_ref,n_palabras_asr,anclaje,precision,pal_por_seg,texto_ref,texto_asr
ATMA,2020-06-02_04_42_38,Lectura 57,5,ATMA_2020-06-02_04_42_38_s005.wav,1035800,1448159,64.737,90.51,25.772,50,50,0.98,0.98,1.94,"“Las medidas gubernamentales intrusivas, que reducen la capacidad de las partes comerciales para estructurar las respuestas a la crisis, perjudicarán y no ayudarán al comercio internacional hacia y desde el Perú, la economía peruana y, en última instancia, a su población”, detalló la misiva del Consejo Mundial de Transporte Marítimo.",las medidas gubernamentales intrusivas que reducen la capacidad de las partes comerciales para estructurar la respuesta a la crisis perjudicaran y no ayudaran al comercio internacional asia y desde el peru la economia peruana y en ultima instancia a su poblacion detallo la masiva del consejo mundial de transporte maritimo
ATMA,2020-06-02_04_42_38,Lectura 57,6,ATMA_2020-06-02_04_42_38_s006.wav,1469920,1789919,91.87,111.87,20.0,41,41,1.0,1.0,2.05,"El 9 de mayo, en el marco de las facultades delegadas por el Congreso, el Gobierno emitió el Decreto Legislativo 1492 que “aprueba disposiciones para la reactivación, continuidad y eficiencia de las operaciones vinculadas a la cadena logística de comercio exterior”.",el 9 de mayo en el marco de las facultades delegadas por el congreso el gobierno emitio el decreto legislativo 1492 que aprueba disposiciones para la reactivacion continuidad y eficiencia de las operaciones vinculadas a la cadena logistica de comercio exterior
ATMA,2020-06-02_04_42_38,Lectura 57,7,ATMA_2020-06-02_04_42_38_s007.wav,1814240,1973140,113.39,123.321,9.931,19,19,1.0,1.0,1.91,"Para el Consejo Mundial de Transporte Marítimo, sin embargo, la norma contradice directamente los objetivos declarados por el Gobierno.",para el consejo mundial de transportes maritimos sin embargo la norma contradice directamente los objetivos declarados por el gobierno
ATMA,2020-06-02_04_42_38,Lectura 57,8,ATMA_2020-06-02_04_42_38_s008.wav,1973140,2117120,123.321,132.32,8.999,20,20,1.0,1.0,2.22,“No conocemos ningún otro país que haya tratado de imponer restricciones del tipo y la severidad reflejadas en el decreto.,no conocemos ningun otro pais que haya tratado de imponer restricciones del tipo y la severidad reflejadas en el decreto
ATMA,2020-06-02_04_42_38,Lectura 57,9,ATMA_2020-06-02_04_42_38_s009.wav,2117120,2387180,132.32,149.199,16.879,33,34,1.0,0.971,2.01,"La ausencia de disposiciones paralelas en otros países surge del reconocimiento de que tales restricciones serán antiéticas al libre comercio, al transporte marítimo eficiente y a la libertad de contratar"", señaló el organismo.",la ausencia de disposiciones paralelas en otros paises surge en el reconocimiento de que tales restricciones seran antieticas al libre comercio al transporte maritimo eficiente y a la libertad de contratar senalo el organismo
ATMA,2020-06-02_04_42_38,Lectura 57,10,ATMA_2020-06-02_04_42_38_s010.wav,2387180,2566400,149.199,160.4,11.201,26,26,0.962,0.962,2.32,"""Por lo tanto, instamos al Perú a considerar que la aplicación del decreto lo colocaría en una posición de desventaja frente a otras naciones comerciales”, añadió.",por lo tanto instamos al peru a considerar que la aparicion del secreto lo colocaria en una posicion de desventaja frente a otras naciones comerciales anadio
ATMA,2020-06-02_04_42_38,Lectura 57,11,ATMA_2020-06-02_04_42_38_s011.wav,2566400,2792799,160.4,174.55,14.15,28,28,1.0,1.0,1.98,"Finalmente, el gremio le solicitó al Estado Peruano desestimar lo dispuesto en el decreto, ya sea a través del mismo Poder Ejecutivo o del Congreso de la República.",finalmente el gremio le solicito al estado peruano desestimar lo dispuesto en el decreto ya sea a traves del mismo poder ejecutivo o del congreso de la republica
ATMA,2020-06-02_04_42_47,Lectura 58,0,ATMA_2020-06-02_04_42_47_s000.wav,10719,130120,0.67,8.133,7.463,13,13,1.0,1.0,1.74,Coronavirus en Perú: reportan 242 bomberos contagiados y 8 fallecidos a nivel nacional,coronavirus en peru reportan 242 bomberos contagiados y 8 fallecidos a nivel nacional
ATMA,2020-06-02_04_42_47,Lectura 58,1,ATMA_2020-06-02_04_42_47_s001.wav,130120,255080,8.133,15.943,7.81,19,19,1.0,1.0,2.43,Los bomberos han implementado sus propias medidas sanitarias para poder evitar el contagio cuando están en horas de servicio.,los bomberos han implementado sus propias medidas sanitarias para poder evitar el contagio cuando estan en horas de servicio
ATMA,2020-06-02_04_42_47,Lectura 58,2,ATMA_2020-06-02_04_42_47_s002.wav,255080,438399,15.943,27.4,11.457,31,31,0.968,0.968,2.71,La Compañía de Bomberos del Perú informó que a nivel nacional se han reportado 242 agentes contagiados con el nuevo coronavirus (COVID-19) y ocho fallecidos a causa de esa enfermedad.,la compania de bomberos del peru informo que a nivel nacional se han reportado 242 agentes contagiados con el nuevo coronavirus covid 19 y 8 fallecidos a causa de esa enfermedad
ATMA,2020-06-02_04_42_47,Lectura 58,3,ATMA_2020-06-02_04_42_47_s003.wav,438399,693120,27.4,43.32,15.92,36,35,0.972,1.0,2.2,"Un representante de la institución indicó al programa 'Domingo al Día' que la mayor parte de contagiados se encuentra en Iquitos, a donde se ha tenido que enviar balones de oxígeno, medicinas y equipos de bioseguridad.",un representante de la institucion indico al programa domingo dia que la mayor parte de contagiados se encuentra en iquitos a donde se ha tenido que enviar balones de oxigeno medicinas y equipos de bioseguridad
ATMA,2020-06-02_04_42_47,Lectura 58,4,ATMA_2020-06-02_04_42_47_s004.wav,693120,927039,43.32,57.94,14.62,35,34,0.971,1.0,2.33,"“Hasta el momento hemos tenido 242 bomberos contagiados a nivel nacional, la mayor parte en Iquitos, un lugar muy complicado, a donde hemos tenido que donar balones de oxígeno, enviar medicinas y equipos de bioseguridad.",hasta el momento hemos tenido 242 contagiados a nivel nacional la mayor parte en iquitos un lugar muy complicado a donde hemos tenido que donar balones de oxigeno enviar medicinas y equipos de bioseguridad
ATMA,2020-06-02_04_42_47,Lectura 58,5,ATMA_2020-06-02_04_42_47_s005.wav,927039,1186360,57.94,74.147,16.208,35,37,0.943,0.892,2.28,"Tenemos 8 bomberos fallecidos, algunos en actos de servicio y otros por el mismo trabajo que realizan”, indicó el Comandante General del Cuerpo de Bomberos Voluntarios del Perú, Larry Lynch, al programa ‘Domingo al Día’.",tenemos ocho bomberos fallecidos algunos en acto de servicio y otros para el mismo trabajo que cada dia realiza indico el comandante general del cuerpo de bomberos voluntarios del peru larry lynch al programa domingo al dia
ATMA,2020-06-02_04_42_47,Lectura 58,6,ATMA_2020-06-02_04_42_47_s006.wav,1186360,1434460,74.147,89.654,15.506,36,23,0.639,1.0,1.48,"Según el informe periodístico, los bomberos han implementado sus propias medidas it i d it l t i d tá h d i i sanitarias para poder evitar el contagio cuando están en horas de servicio.",segun el informe periodistico los bomberos han implementado sus propias medidas sanitarias para poder evitar el contagio cuando estan en horas de servicio
ATMA,2020-06-02_04_42_47,Lectura 58,7,ATMA_2020-06-02_04_42_47_s007.wav,1434460,1735359,89.654,108.46,18.806,39,39,1.0,1.0,2.07,"“Lo ideal sería contar con una cabina de descontaminación, quizás de ozono, que hace menos daño y no te deja residuos”, dijo, por su parte, la capitán Jessica Salazar, segundo jefe de la Compañía de Bomberos San Miguel 83.",lo ideal seria contar con una cabina de descontaminacion quizas de ozono que hace menos dano y no te deja residuos dijo por su parte la capitan jessica salazar segundo jefe de la compania de bomberos san miguel 83
ATMA,2020-06-02_04_42_47,Lectura 58,8,ATMA_2020-06-02_04_42_47_s008.wav,1735359,1981800,108.46,123.862,15.403,31,30,0.935,0.967,1.95,"El Ministerio de Salud (Minsa) informó recientemente que el comandante Lynch (64), fue dado de alta el pasado 29 de mayo del Hospital Emergencia Ate Vitarte tras superar el COVID-19.",el ministerio de salud minsa informo recientemente que el comandante lynch 64 fue dado de alta el pasado 29 de mayo del hospital emergencia altevitarte tras superar el covid 19
ATMA,2020-06-02_04_42_47,Lectura 58,9,ATMA_2020-06-02_04_42_47_s009.wav,1981800,2221279,123.862,138.83,14.967,23,24,1.0,1.0,1.6,"Lynch Solís había sido internado el pasado 19 de mayo tras presentar síntomas como insuficiencia respiratoria, fiebre y dificultad para realizar sus actividades.",lynch solis habia sido internado el pasado 19 de mayo tras presentar sintomas como insuficiencia respiratoria fiebre y dificultad para realizar sus actividades gracias
ATMA,2020-06-02_04_42_59,Lectura 59,0,ATMA_2020-06-02_04_42_59_s000.wav,4960,126300,0.31,7.894,7.584,13,13,1.0,1.0,1.71,Se aprobó norma para reanudar actividades económicas: ¿Qué sectores están listos para operar?,se aprobo norma para reanudar actividades economicas que sectores estaran listos para operar
ATMA,2020-06-02_04_42_59,Lectura 59,1,ATMA_2020-06-02_04_42_59_s001.wav,126300,313480,7.894,19.593,11.699,26,26,1.0,1.0,2.22,El gobierno anunció la aprobación de un decreto supremo que establece cuatro fases para la reactivación económica. Cada período tendrá una duración aproximada de un mes,el gobierno anuncio la aprobacion de un decreto supremo que establece cuatro fases para la reactivacion economica cada periodo tendra una duracion aproximada de un mes
ATMA,2020-06-02_04_42_59,Lectura 59,2,ATMA_2020-06-02_04_42_59_s002.wav,313480,590460,19.593,36.904,17.311,40,40,0.975,0.975,2.31,"El presidente de la República, Martín Vizcarra, anunció que el Gobierno aprobó un decreto supremo en el que se autoriza la reanudación gradual de las actividades económicas, tras el estado de emergencia sanitario para contener la expansión del nuevo coronavirus.",el presidente de la republica martin vizcarra anuncio que el gobierno aprobo un decreto supremo en el que se utiliza la reanudacion gradual de las actividades economicas tras el estado de emergencia sanitario para contener la expansion del nuevo coronavirus
ATMA,2020-06-02_04_42_59,Lectura 59,3,ATMA_2020-06-02_04_42_59_s003.wav,590460,716040,36.904,44.752,7.849,13,13,1.0,1.0,1.66,"El documento aprobado, según el mandatario, establece cuatro fases para la reactivación económica.",el documento aprobado segun el mandatario establece cuatro fases para la reactivacion economica
ATMA,2020-06-02_04_42_59,Lectura 59,4,ATMA_2020-06-02_04_42_59_s004.wav,716040,795860,44.752,49.741,4.989,9,9,1.0,1.0,1.8,Cada período tendrá una duración aproximada de un mes.,cada periodo tendra una duracion aproximada de un mes
ATMA,2020-06-02_04_42_59,Lectura 59,5,ATMA_2020-06-02_04_42_59_s005.wav,795860,867520,49.741,54.22,4.479,12,12,1.0,1.0,2.68,"Según lo dispuesto, las actividades se restablecerán en su totalidad en agosto.",segun lo dispuesto las actividades se restableceran en su totalidad en agosto
ATMA,2020-06-02_04_42_59,Lectura 59,6,ATMA_2020-06-02_04_42_59_s006.wav,867520,1162600,54.22,72.662,18.442,40,41,1.0,0.976,2.22,"“Ya estando el decreto supremo aprobado el día de hoy, se comienzan a desarrollar los protocolos, porque tiene que haber un protocolo de inicio, no es que se aprueba el decreto supremo y se inicia la actividad”, explicó el presidente.",ya estando el decreto supremo aprobado el dia de hoy se comienzan a desarrollar los protocolos porque tiene que haber un protocolo de inicio esto no es que se aprueba el decreto supremo y se inicia la actividad explico el presidente
ATMA,2020-06-02_04_42_59,Lectura 59,7,ATMA_2020-06-02_04_42_59_s007.wav,1162600,1388820,72.662,86.801,14.139,38,38,1.0,1.0,2.69,"Asimismo, el jefe del Estado afirmó que el Ejecutivo sostendrá una reunión con el foro del Acuerdo Nacional el martes 5 de mayo a fin de evaluar las propuestas que ha planteado para la reactivación de la economía.",asimismo el jefe de estado afirmo que el ejecutivo sostendra una reunion con el foro del acuerdo nacional el martes 5 de mayo a fin de evaluar las propuestas que ha planteado para la reactivacion de la economia
ATMA,2020-06-02_04_42_59,Lectura 59,8,ATMA_2020-06-02_04_42_59_s008.wav,1388820,1577279,86.801,98.58,11.779,28,28,1.0,1.0,2.38,"El Acuerdo Nacional es el foro que elabora y aprueba lineamientos en políticas del Estado tomando como base el diálogo entre los tres poderes: Ejecutivo, Legislativo y Judicial.",el acuerdo nacional es el foro que elabora y aprueba lineamientos en politicas del estado tomando como base el dialogo entre los tres poderes ejecutivo legislativo y judicial
ATMA,2020-06-02_04_42_59,Lectura 59,9,ATMA_2020-06-02_04_42_59_s009.wav,1577279,1948799,98.58,121.8,23.22,54,53,0.963,0.981,2.28,"Al respecto, María Isabel León, presidenta de la Confederación Nacional de Instituciones Empresariales Privadas, señaló que desde su gremio esperan que la fecha de apertura de las actividades comerciales sea lo más pronto posible, ya que considera necesario que los peruanos puedan retomar sus puestos de trabajo y que se reconstruya el aparato productivo.",al respecto marisabel leon presidencia de la confederacion nacional de instituciones empresariales privadas senalo que desde su gremio esperan que la fecha de apertura de las actividades comerciales sea lo mas pronto posible ya que consideran necesario que los peruanos puedan retomar sus puestos de trabajo y que se reconstruya el aparato productivo
ATMA,2020-06-02_04_42_59,Lectura 59,10,ATMA_2020-06-02_04_42_59_s010.wav,1948799,2105380,121.8,131.586,9.786,20,20,1.0,1.0,2.04,“No podemos pasarnos la vida entera en cuarentena ni la población peruana sobreviviendo con subsidios que deben ser absolutamente temporales.,no podemos pasarnos la vida entera en cuarentena ni la poblacion peruana sobreviviendo con subsidios que deben ser absolutamente temporales
ATMA,2020-06-02_04_42_59,Lectura 59,11,ATMA_2020-06-02_04_42_59_s011.wav,2105380,2216979,131.586,138.561,6.975,16,15,0.875,0.933,2.15,"Los peruanos somos fuertes y podremos levantarnos de esta crisis sanitaria”, indicó León a El Comercio.",los peruanos somos fuertes y podremos levantarnos de esta crisis sanitaria indico leon al comercio
ATMA,2020-06-02_04_42_59,Lectura 59,12,ATMA_2020-06-02_04_42_59_s012.wav,2216979,2372000,138.561,148.25,9.689,21,21,1.0,1.0,2.17,"A fin de evitar los contagios por COVID-19, el Ejecutivo indicó que cada sector tendrá su propio protocolo de bioseguridad.",a fin de evitar los contagios por covid 19 el ejecutivo indico que cada sector tendra su propio protocolo de bioseguridad
ATMA,2020-06-02_04_43_11,Lectura 60,0,ATMA_2020-06-02_04_43_11_s000.wav,6879,129560,0.43,8.098,7.668,14,14,0.929,1.0,1.83,Coronavirus en Perú: reportan 16 gestantes y 14 obstetras con COVID-19 en Tumbes,coronavirus en peru reportan 16 gestantes y 14 obstetras con covid 19 en tundes
ATMA,2020-06-02_04_43_11,Lectura 60,1,ATMA_2020-06-02_04_43_11_s001.wav,129560,343040,8.098,21.44,13.342,31,31,0.968,0.968,2.32,"La decana del Colegio de Obstetra, Cynthia Díaz, indicó que las profesionales de la salud resultaron contagiadas en el cumplimiento de su labor y exigió equipos de protección personal de calidad",la decana del colegio de obstetras cintia diaz indico que las profesionales de la salud resultaron contagiadas en el cumplimiento de su labor y exigio equipos de proteccion personal de calidad
ATMA,2020-06-02_04_43_11,Lectura 60,2,ATMA_2020-06-02_04_43_11_s002.wav,343040,593160,21.44,37.072,15.633,29,30,0.966,0.933,1.92,"Un total de 16 gestantes y 14 obstetras se encuentran contagiadas de coronavirus en la región Tumbes, informó la decana del Colegio de Obstetras de Tumbes, Cynthia Díaz Ferreyra.",un total de 16 gestantes y 14 obstetras se encuentran contagiadas de coronavirus en la region de tumbes informo la decana del colegio de obstetras de tumbes cintia diaz ferreira
ATMA,2020-06-02_04_43_11,Lectura 60,3,ATMA_2020-06-02_04_43_11_s003.wav,593160,717800,37.072,44.862,7.79,21,21,1.0,1.0,2.7,"Asimismo, indicó que desde el inicio de la cuarentena se han atendido siete partos de mujeres infectadas con el COVID-19.",asimismo indico que desde el inicio de la cuarentena se han atendido siete partos de mujeres infectadas con el covid 19
